,Feature,Classifier,ROC AUC,Accuracy,Correlation,Norm Confusion Matrix,Retrieval Calls,In-Accuracy_init_mean,In-Accuracy_bootstrap_mean,In-Accuracy_CI_lower,In-Accuracy_CI_higher,In-Accuracy_std,Mean Tokens_init_mean,Mean Tokens_bootstrap_mean,Mean Tokens_CI_lower,Mean Tokens_CI_higher,Mean Tokens_std,EM_init_mean,EM_bootstrap_mean,EM_CI_lower,EM_CI_higher,EM_std,F1_init_mean,F1_bootstrap_mean,F1_CI_lower,F1_CI_higher,F1_std,Dataset,LLM Call,is_baseline,UC_rate,overconfidence,conservativeness
758,Semantic Entropy,Decision Tree,0.568,0.584,0.22,"[[0.112, 0.334], [0.082, 0.472]]",0.81,0.492,0.492,0.45,0.534,0.023,1798.106,1798.229,1722.412,1872.945,39.013,0.396,0.396,0.354,0.44,0.022,0.512,0.512,0.472,0.549,0.021,nq,1.81,0,0.806,0.082,0.334
759,Semantic Entropy,Threshold,0.628,0.61,0.22,"[[0.118, 0.328], [0.062, 0.492]]",0.82,0.504,0.504,0.46,0.55,0.023,1826.794,1826.894,1751.264,1898.328,37.706,0.406,0.406,0.362,0.45,0.023,0.521,0.521,0.48,0.559,0.021,nq,1.8199999999999998,0,0.8200000000000001,0.062,0.328
760,CCP,Logistic Regression,0.61,0.568,0.189,"[[0.038, 0.408], [0.024, 0.53]]",0.94,0.496,0.496,0.452,0.54,0.023,2082.686,2082.324,2034.849,2127.289,24.385,0.392,0.392,0.348,0.436,0.023,0.508,0.508,0.466,0.548,0.021,nq,1.94,0,0.938,0.024,0.408
761,CCP,KNN,0.594,0.574,0.189,"[[0.136, 0.31], [0.116, 0.438]]",0.75,0.49,0.49,0.446,0.536,0.023,1667.68,1666.132,1582.471,1746.632,42.914,0.392,0.392,0.348,0.434,0.023,0.509,0.509,0.466,0.549,0.021,nq,1.75,0,0.748,0.116,0.31
762,CCP,MLP,0.61,0.588,0.189,"[[0.108, 0.338], [0.074, 0.48]]",0.82,0.49,0.49,0.444,0.536,0.023,1821.356,1820.926,1741.691,1895.873,37.445,0.398,0.398,0.354,0.444,0.023,0.512,0.512,0.472,0.553,0.021,nq,1.8199999999999998,0,0.8180000000000001,0.074,0.338
763,CCP,Decision Tree,0.531,0.562,0.189,"[[0.074, 0.372], [0.066, 0.488]]",0.86,0.486,0.486,0.44,0.528,0.023,1911.018,1911.023,1841.51,1977.022,34.572,0.39,0.39,0.346,0.432,0.023,0.504,0.504,0.462,0.546,0.021,nq,1.8599999999999999,0,0.86,0.066,0.372
764,CCP,Threshold,0.61,0.578,0.189,"[[0.092, 0.354], [0.068, 0.486]]",0.84,0.488,0.488,0.444,0.532,0.023,1867.81,1868.202,1796.073,1941.796,36.326,0.39,0.39,0.346,0.434,0.023,0.506,0.506,0.463,0.548,0.021,nq,1.8399999999999999,0,0.84,0.068,0.354
765,SAR,Logistic Regression,0.632,0.612,0.227,"[[0.132, 0.314], [0.074, 0.48]]",0.79,0.5,0.5,0.456,0.544,0.023,1773.302,1773.314,1694.485,1845.907,40.612,0.404,0.404,0.362,0.448,0.023,0.52,0.52,0.481,0.56,0.021,nq,1.79,0,0.794,0.074,0.314
766,SAR,KNN,0.581,0.592,0.227,"[[0.154, 0.292], [0.116, 0.438]]",0.73,0.496,0.497,0.45,0.54,0.023,1629.512,1629.818,1541.642,1721.965,45.015,0.41,0.41,0.366,0.454,0.023,0.526,0.526,0.485,0.567,0.021,nq,1.73,0,0.73,0.116,0.292
767,SAR,MLP,0.632,0.604,0.227,"[[0.11, 0.336], [0.06, 0.494]]",0.83,0.494,0.494,0.45,0.538,0.023,1850.64,1850.777,1772.626,1922.296,37.703,0.398,0.398,0.354,0.442,0.022,0.518,0.518,0.478,0.557,0.02,nq,1.83,0,0.8300000000000001,0.06,0.336
768,SAR,Decision Tree,0.594,0.6,0.227,"[[0.11, 0.336], [0.064, 0.49]]",0.83,0.498,0.499,0.454,0.542,0.023,1843.4,1844.587,1769.175,1917.775,38.209,0.398,0.398,0.354,0.442,0.022,0.52,0.52,0.48,0.558,0.021,nq,1.83,0,0.8260000000000001,0.064,0.336
769,SAR,Threshold,0.632,0.598,0.227,"[[0.112, 0.334], [0.068, 0.486]]",0.82,0.496,0.496,0.452,0.54,0.023,1828.886,1829.133,1751.15,1901.841,38.576,0.4,0.4,0.356,0.444,0.023,0.519,0.519,0.478,0.557,0.021,nq,1.8199999999999998,0,0.8200000000000001,0.068,0.334
770,SentenceSAR,Logistic Regression,0.634,0.58,0.231,"[[0.134, 0.312], [0.108, 0.446]]",0.76,0.496,0.497,0.45,0.54,0.023,1693.496,1693.414,1607.634,1775.272,42.535,0.402,0.402,0.358,0.446,0.023,0.514,0.514,0.472,0.552,0.021,nq,1.76,0,0.758,0.108,0.312
771,SentenceSAR,KNN,0.569,0.566,0.231,"[[0.128, 0.318], [0.116, 0.438]]",0.76,0.492,0.492,0.446,0.538,0.023,1686.188,1686.586,1604.374,1770.011,42.904,0.398,0.398,0.352,0.442,0.023,0.51,0.51,0.469,0.551,0.021,nq,1.76,0,0.756,0.116,0.318
772,SentenceSAR,MLP,0.629,0.588,0.231,"[[0.152, 0.294], [0.118, 0.436]]",0.73,0.5,0.501,0.456,0.544,0.023,1632.824,1632.764,1545.674,1716.947,43.937,0.41,0.41,0.366,0.454,0.023,0.521,0.521,0.48,0.56,0.021,nq,1.73,0,0.73,0.118,0.294
773,SentenceSAR,Decision Tree,0.604,0.592,0.231,"[[0.078, 0.368], [0.04, 0.514]]",0.88,0.486,0.486,0.44,0.528,0.023,1960.914,1961.68,1894.649,2027.348,32.923,0.392,0.392,0.346,0.438,0.023,0.505,0.505,0.463,0.542,0.021,nq,1.88,0,0.882,0.04,0.368
774,SentenceSAR,Threshold,0.634,0.594,0.231,"[[0.076, 0.37], [0.036, 0.518]]",0.89,0.488,0.488,0.442,0.532,0.023,1974.172,1975.012,1910.946,2040.418,32.351,0.394,0.394,0.35,0.44,0.023,0.507,0.507,0.464,0.546,0.021,nq,1.8900000000000001,0,0.888,0.036,0.37
775,NumSemSets,Logistic Regression,0.622,0.592,0.213,"[[0.106, 0.34], [0.068, 0.486]]",0.83,0.502,0.502,0.458,0.544,0.023,1839.038,1837.61,1764.524,1911.931,37.91,0.406,0.406,0.36,0.45,0.023,0.521,0.521,0.48,0.558,0.021,nq,1.83,0,0.8260000000000001,0.068,0.34
776,NumSemSets,KNN,0.555,0.54,0.213,"[[0.172, 0.274], [0.186, 0.368]]",0.64,0.486,0.487,0.442,0.53,0.023,1435.036,1434.709,1346.542,1526.121,46.39,0.4,0.4,0.354,0.442,0.023,0.513,0.513,0.471,0.55,0.021,nq,1.6400000000000001,0,0.642,0.186,0.274
777,NumSemSets,MLP,0.622,0.582,0.213,"[[0.052, 0.394], [0.024, 0.53]]",0.92,0.494,0.494,0.448,0.538,0.023,2052.71,2051.97,1998.236,2103.585,26.545,0.392,0.392,0.348,0.434,0.023,0.509,0.509,0.468,0.548,0.021,nq,1.92,0,0.924,0.024,0.394
778,NumSemSets,Decision Tree,0.618,0.582,0.213,"[[0.052, 0.394], [0.024, 0.53]]",0.92,0.494,0.494,0.448,0.538,0.023,2052.71,2051.97,1998.236,2103.585,26.545,0.392,0.392,0.348,0.434,0.023,0.509,0.509,0.468,0.548,0.021,nq,1.92,0,0.924,0.024,0.394
779,NumSemSets,Threshold,0.622,0.582,0.213,"[[0.052, 0.394], [0.024, 0.53]]",0.92,0.494,0.494,0.448,0.538,0.023,2052.71,2051.97,1998.236,2103.585,26.545,0.392,0.392,0.348,0.434,0.023,0.509,0.509,0.468,0.548,0.021,nq,1.92,0,0.924,0.024,0.394
780,EigValLaplacian,Logistic Regression,0.601,0.588,0.175,"[[0.072, 0.374], [0.038, 0.516]]",0.89,0.492,0.492,0.446,0.534,0.023,1978.546,1978.177,1914.495,2037.695,31.179,0.394,0.394,0.348,0.438,0.023,0.513,0.513,0.471,0.552,0.021,nq,1.8900000000000001,0,0.89,0.038,0.374
781,EigValLaplacian,KNN,0.592,0.602,0.175,"[[0.118, 0.328], [0.07, 0.484]]",0.81,0.512,0.512,0.466,0.554,0.023,1812.542,1813.848,1731.609,1887.45,38.917,0.406,0.406,0.362,0.448,0.023,0.532,0.532,0.49,0.571,0.021,nq,1.81,0,0.812,0.07,0.328
782,EigValLaplacian,MLP,0.601,0.582,0.175,"[[0.064, 0.382], [0.036, 0.518]]",0.9,0.494,0.494,0.448,0.538,0.023,2000.278,1999.7,1938.113,2059.924,30.389,0.394,0.394,0.348,0.438,0.023,0.513,0.513,0.471,0.552,0.021,nq,1.9,0,0.9,0.036,0.382
783,EigValLaplacian,Decision Tree,0.562,0.53,0.175,"[[0.01, 0.436], [0.034, 0.52]]",0.96,0.492,0.493,0.448,0.534,0.023,2122.424,2122.327,2079.945,2163.461,20.793,0.382,0.382,0.338,0.428,0.022,0.499,0.499,0.457,0.537,0.021,nq,1.96,0,0.956,0.034,0.436
784,EigValLaplacian,Threshold,0.601,0.582,0.175,"[[0.066, 0.38], [0.038, 0.516]]",0.9,0.492,0.492,0.446,0.534,0.023,1991.102,1990.817,1929.044,2049.563,30.705,0.394,0.394,0.348,0.438,0.023,0.513,0.513,0.471,0.552,0.021,nq,1.9,0,0.896,0.038,0.38
785,DegMat,Logistic Regression,0.608,0.562,0.185,"[[0.018, 0.428], [0.01, 0.544]]",0.97,0.496,0.496,0.452,0.54,0.023,2156.904,2157.294,2121.313,2191.899,18.225,0.388,0.388,0.344,0.432,0.022,0.507,0.508,0.466,0.545,0.021,nq,1.97,0,0.972,0.01,0.428
786,DegMat,KNN,0.562,0.584,0.185,"[[0.13, 0.316], [0.1, 0.454]]",0.77,0.48,0.48,0.436,0.522,0.023,1719.026,1719.196,1636.288,1801.224,42.192,0.386,0.386,0.342,0.428,0.022,0.504,0.504,0.461,0.542,0.021,nq,1.77,0,0.77,0.1,0.316
787,DegMat,MLP,0.608,0.586,0.185,"[[0.082, 0.364], [0.05, 0.504]]",0.87,0.496,0.496,0.45,0.538,0.023,1933.22,1933.423,1866.391,1996.963,33.495,0.394,0.394,0.35,0.436,0.022,0.514,0.514,0.473,0.551,0.021,nq,1.87,0,0.868,0.05,0.364
788,DegMat,Decision Tree,0.606,0.586,0.185,"[[0.094, 0.352], [0.062, 0.492]]",0.84,0.494,0.494,0.45,0.538,0.023,1880.044,1880.275,1809.424,1952.781,35.745,0.392,0.392,0.348,0.438,0.023,0.512,0.512,0.469,0.551,0.021,nq,1.8399999999999999,0,0.844,0.062,0.352
789,DegMat,Threshold,0.608,0.586,0.185,"[[0.082, 0.364], [0.05, 0.504]]",0.87,0.496,0.496,0.45,0.538,0.023,1933.22,1933.423,1866.391,1996.963,33.495,0.394,0.394,0.35,0.436,0.022,0.514,0.514,0.473,0.551,0.021,nq,1.87,0,0.868,0.05,0.364
790,Eccentricity,Logistic Regression,0.62,0.566,0.207,"[[0.052, 0.394], [0.04, 0.514]]",0.91,0.496,0.496,0.45,0.536,0.023,2017.216,2017.722,1959.482,2071.925,29.252,0.396,0.396,0.35,0.438,0.023,0.513,0.513,0.472,0.55,0.021,nq,1.9100000000000001,0,0.908,0.04,0.394
791,Eccentricity,KNN,0.557,0.574,0.207,"[[0.116, 0.33], [0.096, 0.458]]",0.79,0.498,0.499,0.456,0.542,0.023,1756.1,1757.017,1675.914,1838.738,41.715,0.404,0.404,0.36,0.446,0.023,0.52,0.52,0.479,0.558,0.021,nq,1.79,0,0.788,0.096,0.33
792,Eccentricity,MLP,0.62,0.6,0.207,"[[0.108, 0.338], [0.062, 0.492]]",0.83,0.496,0.496,0.45,0.538,0.023,1849.902,1849.979,1774.629,1919.019,37.013,0.402,0.402,0.358,0.444,0.023,0.516,0.516,0.475,0.553,0.021,nq,1.83,0,0.8300000000000001,0.062,0.338
793,Eccentricity,Decision Tree,0.595,0.586,0.207,"[[0.096, 0.35], [0.064, 0.49]]",0.84,0.5,0.5,0.456,0.544,0.023,1869.654,1869.803,1793.927,1937.013,35.55,0.404,0.404,0.36,0.448,0.023,0.518,0.518,0.475,0.556,0.021,nq,1.8399999999999999,0,0.84,0.064,0.35
794,Eccentricity,Threshold,0.62,0.566,0.207,"[[0.052, 0.394], [0.04, 0.514]]",0.91,0.496,0.496,0.45,0.536,0.023,2017.216,2017.722,1959.482,2071.925,29.252,0.396,0.396,0.35,0.438,0.023,0.513,0.513,0.472,0.55,0.021,nq,1.9100000000000001,0,0.908,0.04,0.394
795,Lex-Similarity,Logistic Regression,0.63,0.592,0.224,"[[0.08, 0.366], [0.042, 0.512]]",0.88,0.49,0.49,0.446,0.534,0.023,1951.536,1951.263,1884.743,2014.561,32.608,0.394,0.394,0.35,0.44,0.023,0.509,0.509,0.468,0.547,0.021,nq,1.88,0,0.878,0.042,0.366
796,Lex-Similarity,KNN,0.594,0.58,0.224,"[[0.13, 0.316], [0.104, 0.45]]",0.77,0.502,0.502,0.456,0.548,0.024,1707.312,1705.768,1624.822,1789.663,41.837,0.408,0.408,0.364,0.452,0.023,0.517,0.517,0.475,0.556,0.021,nq,1.77,0,0.766,0.104,0.316
797,Lex-Similarity,MLP,0.63,0.598,0.224,"[[0.114, 0.332], [0.07, 0.484]]",0.82,0.494,0.494,0.45,0.538,0.023,1818.93,1818.606,1739.232,1889.872,39.136,0.4,0.4,0.356,0.442,0.023,0.515,0.515,0.474,0.553,0.021,nq,1.8199999999999998,0,0.8160000000000001,0.07,0.332
798,Lex-Similarity,Decision Tree,0.605,0.61,0.224,"[[0.24, 0.206], [0.184, 0.37]]",0.58,0.512,0.513,0.466,0.556,0.024,1294.834,1292.769,1196.052,1390.089,49.025,0.42,0.42,0.378,0.462,0.023,0.535,0.535,0.494,0.574,0.021,nq,1.58,0,0.576,0.184,0.206
799,Lex-Similarity,Threshold,0.63,0.576,0.224,"[[0.028, 0.418], [0.006, 0.548]]",0.97,0.494,0.494,0.45,0.536,0.023,2143.2,2143.045,2104.451,2177.926,18.828,0.39,0.39,0.346,0.434,0.023,0.505,0.505,0.464,0.542,0.021,nq,1.97,0,0.966,0.006,0.418
800,MD,Logistic Regression,0.533,0.566,0.057,"[[0.086, 0.36], [0.074, 0.48]]",0.84,0.488,0.488,0.444,0.532,0.022,1866.06,1864.348,1790.853,1935.683,37.122,0.39,0.39,0.348,0.434,0.022,0.504,0.504,0.463,0.541,0.02,nq,1.8399999999999999,0,0.84,0.074,0.36
801,MD,KNN,0.497,0.542,0.057,"[[0.106, 0.34], [0.118, 0.436]]",0.78,0.486,0.486,0.44,0.53,0.023,1725.014,1724.333,1643.677,1800.013,40.809,0.386,0.386,0.344,0.432,0.022,0.502,0.502,0.461,0.54,0.021,nq,1.78,0,0.776,0.118,0.34
802,MD,MLP,0.533,0.554,0.057,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
803,MD,Decision Tree,0.496,0.488,0.057,"[[0.2, 0.246], [0.266, 0.288]]",0.53,0.482,0.482,0.438,0.526,0.023,1202.41,1202.202,1112.769,1289.727,47.684,0.398,0.398,0.354,0.438,0.022,0.511,0.511,0.469,0.551,0.021,nq,1.53,0,0.534,0.266,0.246
804,MD,Threshold,0.533,0.562,0.057,"[[0.096, 0.35], [0.088, 0.466]]",0.82,0.488,0.488,0.444,0.53,0.022,1811.548,1809.979,1733.717,1885.402,38.853,0.39,0.39,0.346,0.434,0.022,0.504,0.504,0.464,0.539,0.02,nq,1.8199999999999998,0,0.8160000000000001,0.088,0.35
805,RMD,Logistic Regression,0.545,0.57,0.077,"[[0.102, 0.344], [0.086, 0.468]]",0.81,0.49,0.49,0.446,0.532,0.022,1803.662,1801.877,1724.914,1870.927,38.222,0.392,0.392,0.35,0.436,0.022,0.507,0.507,0.467,0.544,0.02,nq,1.81,0,0.812,0.086,0.344
806,RMD,KNN,0.536,0.552,0.077,"[[0.144, 0.302], [0.146, 0.408]]",0.71,0.48,0.48,0.436,0.524,0.023,1579.592,1577.689,1488.866,1662.745,45.685,0.386,0.387,0.342,0.43,0.022,0.506,0.506,0.462,0.546,0.021,nq,1.71,0,0.71,0.146,0.302
807,RMD,MLP,0.548,0.554,0.077,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
808,RMD,Decision Tree,0.527,0.562,0.077,"[[0.046, 0.4], [0.038, 0.516]]",0.92,0.49,0.49,0.444,0.536,0.023,2035.39,2033.611,1978.904,2085.662,27.454,0.384,0.384,0.342,0.428,0.022,0.506,0.506,0.463,0.546,0.021,nq,1.92,0,0.916,0.038,0.4
809,RMD,Threshold,0.545,0.574,0.077,"[[0.094, 0.352], [0.074, 0.48]]",0.83,0.492,0.492,0.446,0.534,0.022,1846.64,1845.197,1767.124,1913.203,36.791,0.394,0.394,0.352,0.438,0.022,0.508,0.508,0.467,0.544,0.02,nq,1.83,0,0.832,0.074,0.352
810,RDE,Logistic Regression,0.529,0.554,0.05,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
811,RDE,KNN,0.495,0.526,0.05,"[[0.112, 0.334], [0.14, 0.414]]",0.75,0.474,0.474,0.428,0.518,0.023,1665.212,1665.622,1578.431,1746.569,43.915,0.374,0.374,0.332,0.416,0.022,0.492,0.492,0.452,0.531,0.021,nq,1.75,0,0.748,0.14,0.334
812,RDE,MLP,0.527,0.52,0.05,"[[0.184, 0.262], [0.218, 0.336]]",0.6,0.458,0.458,0.414,0.5,0.022,1340.524,1342.115,1246.331,1434.727,48.425,0.368,0.368,0.324,0.41,0.022,0.487,0.487,0.446,0.525,0.021,nq,1.6,0,0.5980000000000001,0.218,0.262
813,RDE,Decision Tree,0.529,0.566,0.05,"[[0.078, 0.368], [0.066, 0.488]]",0.86,0.48,0.48,0.434,0.524,0.023,1897.952,1896.812,1825.82,1962.155,34.848,0.378,0.378,0.334,0.422,0.022,0.494,0.494,0.451,0.533,0.021,nq,1.8599999999999999,0,0.856,0.066,0.368
814,RDE,Threshold,0.529,0.562,0.05,"[[0.084, 0.362], [0.076, 0.478]]",0.84,0.476,0.476,0.43,0.52,0.023,1861.106,1859.967,1786.055,1929.112,37.229,0.372,0.372,0.33,0.414,0.022,0.49,0.49,0.45,0.529,0.02,nq,1.8399999999999999,0,0.84,0.076,0.362
815,Hybrid,Logistic Regression,0.639,0.588,0.0,"[[0.18, 0.266], [0.146, 0.408]]",0.67,0.484,0.485,0.438,0.53,0.023,1504.952,1501.513,1407.745,1591.256,47.949,0.396,0.396,0.354,0.44,0.022,0.507,0.507,0.466,0.547,0.021,nq,1.67,0,0.6739999999999999,0.146,0.266
816,Hybrid,KNN,0.485,0.534,0.0,"[[0.118, 0.328], [0.138, 0.416]]",0.74,0.486,0.487,0.442,0.528,0.023,1660.878,1660.685,1576.059,1747.992,42.435,0.392,0.393,0.35,0.436,0.022,0.505,0.506,0.466,0.544,0.021,nq,1.74,0,0.744,0.138,0.328
817,Hybrid,MLP,0.56,0.462,0.0,"[[0.442, 0.004], [0.534, 0.02]]",0.02,0.45,0.45,0.404,0.492,0.022,84.864,84.36,55.156,116.111,15.881,0.388,0.388,0.344,0.428,0.022,0.496,0.496,0.455,0.534,0.021,nq,1.02,0,0.024,0.534,0.004
818,Hybrid,Decision Tree,0.608,0.596,0.0,"[[0.194, 0.252], [0.152, 0.402]]",0.65,0.504,0.504,0.46,0.55,0.023,1467.528,1466.787,1372.828,1549.533,46.089,0.41,0.41,0.366,0.456,0.022,0.534,0.534,0.495,0.572,0.02,nq,1.65,0,0.654,0.152,0.252
819,All Context,,,,,,1.0,0.496,0.496,0.452,0.54,0.023,,,,,,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,1.0,1,,,
820,No Context,,,,,,0.0,0.446,0.446,0.4,0.488,0.022,,,,,,0.386,0.386,0.342,0.426,0.022,0.495,0.495,0.452,0.534,0.021,nq,1.0,1,,,
821,Ideal,,,,,,0.55,0.608,0.608,0.562,0.652,0.022,1246.538,1246.954,1155.454,1346.428,49.204,0.504,0.504,0.46,0.548,0.023,0.613,0.613,0.575,0.651,0.02,nq,1.0,1,,,
822,Seakr,Threshold,0.637532175292613,0.554,0.2368198574953175,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.406,0.406,0.36,0.448,0.023,,,,,,0.36,0.36,0.316,0.404,0.022,0.487,0.487,0.445,0.528,0.021,nq,14.6,1,1.0,0.0,0.446
823,IRCoT,Threshold,,,,,2.7,0.478,0.478,0.434,0.522,0.023,,,,,,0.392,0.392,0.348,0.434,0.022,0.502,0.502,0.459,0.541,0.021,nq,2.7,1,,,
824,AdaptiveRAG,Threshold,0.5352835472956565,0.566,0.0607555622872161,"[[0.018, 0.428], [0.006, 0.548]]",0.98,0.496,0.496,0.452,0.54,0.023,,,,,,0.388,0.388,0.344,0.432,0.022,0.505,0.506,0.464,0.543,0.021,nq,1.98,1,0.976,0.006,0.428
825,Rowen_Hybrid,Threshold,0.4381343996373703,0.448,-0.1212434578573178,"[[0.442, 0.004], [0.548, 0.006]]",7.27,0.494,0.4948866666666666,0.4693333333333333,0.52,0.012820107470515,,,,,,0.002,0.0020106666666666,0.0,0.0046666666666666,0.0011301413874182,0.1040840268087313,0.1041975292806118,0.097713931125036,0.1107090387712043,0.0032680829390757,nq,55.0,1,0.01,0.548,0.004
826,Rowen_CL,Threshold,0.4359974745430703,0.448,-0.1444240067365074,"[[0.446, 0.0], [0.552, 0.002]]",7.24,0.494,0.4937627999999999,0.4736,0.5128,0.0097166031183742,,,,,,0.002,0.0019716,0.0004,0.004,0.0008969244338292,0.1036935506182553,0.1036142356574577,0.098929715560361,0.1087862427314294,0.0024844749205151,nq,29.5,1,0.002,0.552,0.0
827,Rowen_CM,Threshold,0.4855190947208236,0.448,-0.033265612941579,"[[0.446, 0.0], [0.552, 0.002]]",7.27,0.494,0.493942,0.4679833333333333,0.5193333333333333,0.0130097985465656,,,,,,0.002,0.00199,0.0,0.0046666666666666,0.0011420790009646,0.103598312523017,0.103632786732866,0.0970732211411108,0.110098716566624,0.0032565013176099,nq,29.5,1,0.002,0.552,0.0
828,DRAGIN,Threshold,0.5709960984928203,0.554,0.122249836389349,"[[0.0, 0.446], [0.0, 0.554]]",2.242,0.48,0.48,0.434,0.526,0.023,,,,,,0.396,0.396,0.354,0.438,0.022,0.5104,0.511,0.471,0.552,0.021,nq,4.486,1,1.0,0.0,0.446
829,FS-RAG,Threshold,,,,,2.7,0.428,0.428,0.384,0.472,0.023,,,,,,0.348,0.348,0.308,0.39,0.022,0.4826,0.483,0.44,0.523,0.021,nq,2.7,1,,,
830,FLARE,Threshold,0.5936928332065208,0.586,0.1613362870249385,"[[0.234, 0.212], [0.202, 0.352]]",2.07,0.45,0.45,0.406,0.492,0.023,,,,,,0.358,0.358,0.316,0.402,0.022,0.477,0.478,0.438,0.519,0.021,nq,3.07,1,0.564,0.202,0.212
831,Seakr,Threshold,0.7810145829013753,0.364,0.4683813552941219,"[[0.0, 0.636], [0.0, 0.364]]",1.0,0.656,0.656,0.616,0.698,0.021,,,,,,0.598,0.597,0.556,0.642,0.022,0.6922,0.695,0.659,0.732,0.019,trivia,14.6,1,1.0,0.0,0.636
832,IRCoT,Threshold,,,,,2.74,0.608,0.607,0.566,0.65,0.021,,,,,,0.526,0.525,0.48,0.568,0.023,0.634,0.633,0.595,0.674,0.02,trivia,2.74,1,,,
833,AdaptiveRAG,Threshold,0.4860218397954247,0.508,-0.0232981134058623,"[[0.334, 0.302], [0.19, 0.174]]",0.54,0.628,0.628,0.588,0.67,0.021,,,,,,0.564,0.564,0.52,0.604,0.022,0.656,0.656,0.617,0.695,0.019,trivia,1.54,1,0.476,0.19,0.302
834,Rowen_Hybrid,Threshold,0.431422351233672,0.626,-0.1253558552998377,"[[0.626, 0.01], [0.364, 0.0]]",6.93,0.656,0.656184,0.632,0.6806666666666666,0.0122754646709967,,,,,,0.022,0.022016,0.0153333333333333,0.03,0.0037291300147174,0.1890757559582749,0.1890888651448826,0.1785040107468741,0.1988663599387649,0.0050687514229148,trivia,53.4,1,0.01,0.364,0.01
835,Rowen_CL,Threshold,0.4650977952864745,0.636,-0.0690163370731214,"[[0.636, 0.0], [0.364, 0.0]]",7.06,0.656,0.6560199999999999,0.636,0.6755125,0.010274244497772,,,,,,0.022,0.0220305,0.0155,0.0285,0.003248664302448,0.1881858375620644,0.1881325684535661,0.1800382189863932,0.1965434261742277,0.004319645302423,trivia,28.7,1,0.0,0.364,0.0
836,Rowen_CM,Threshold,0.4406144170295114,0.636,-0.1261542676650055,"[[0.636, 0.0], [0.364, 0.0]]",7.12,0.656,0.656275,0.625,0.685,0.0152904341010973,,,,,,0.022,0.022257,0.014,0.031,0.0047392985767938,0.1875375896318223,0.1879048987945069,0.1755542239421549,0.2004250133822886,0.0062961198644714,trivia,28.7,1,0.0,0.364,0.0
837,DRAGIN,Threshold,0.5203538599765014,0.364,0.0339248177899948,"[[0.0, 0.636], [0.0, 0.364]]",2.056,0.666,0.666,0.622,0.704,0.021,,,,,,0.584,0.584,0.536,0.626,0.022,0.691,0.692,0.654,0.725,0.019,trivia,4.114,1,1.0,0.0,0.636
838,FS-RAG,Threshold,,,,,2.47,0.632,0.631,0.592,0.674,0.021,,,,,,0.54,0.54,0.498,0.582,0.022,0.6402,0.64,0.601,0.677,0.02,trivia,2.47,1,,,
839,FLARE,Threshold,0.5732859907388209,0.582,0.1221626827776753,"[[0.396, 0.24], [0.178, 0.186]]",1.39,0.648,0.648,0.606,0.69,0.021,,,,,,0.57,0.57,0.526,0.614,0.022,0.6736,0.674,0.636,0.71,0.019,trivia,2.139,1,0.426,0.178,0.24
840,Seakr,Threshold,0.7714033539276257,0.824,0.3580359547392912,"[[0.0, 0.176], [0.0, 0.824]]",1.0,0.268,0.268,0.23,0.306,0.02,,,,,,0.226,0.226,0.19,0.262,0.019,0.3612,0.361,0.323,0.4,0.019,squad,14.6,1,1.0,0.0,0.176
841,IRCoT,Threshold,,,,,2.68,0.268,0.268,0.232,0.306,0.02,,,,,,0.21,0.21,0.176,0.248,0.018,0.341,0.342,0.308,0.378,0.018,squad,2.68,1,,,
842,AdaptiveRAG,Threshold,0.5766769638128861,0.728,0.1011524343674013,"[[0.048, 0.128], [0.144, 0.68]]",0.97,0.286,0.287,0.248,0.324,0.02,,,,,,0.238,0.239,0.202,0.276,0.019,0.366,0.367,0.33,0.403,0.019,squad,1.97,1,0.808,0.144,0.128
843,Rowen_Hybrid,Threshold,0.4555383936451897,0.174,-0.0698759080480026,"[[0.172, 0.004], [0.822, 0.002]]",7.15,0.196,0.1962406666666666,0.1773166666666666,0.216,0.010103039784584,,,,,,0.004,0.0040393333333333,0.0013333333333333,0.0073333333333333,0.0016087978949099,0.0612512239152772,0.0614548876464253,0.0559657819361489,0.0675040397707779,0.0029191470653834,squad,54.3,1,0.006,0.822,0.004
